,task_id,data_id,multiclass,method,Type,optimizer,random_state,csvmean,testmean,runtime,params,n_init_sample,slurmlog,errorcount,successcount,invalidcount,timeoutcount,isFair
631,9910,4134,False,tpe,full,hpo,6,-0.780955331,-0.797513321,3742.29682,"{'balancing:strategy': 'weighting', 'classifier:__choice__': 'adaboost', 'classifier:adaboost:algorithm': 'SAMME', 'classifier:adaboost:learning_rate': 0.5345214345049746, 'classifier:adaboost:max_depth': 4, 'classifier:adaboost:n_estimators': 279, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.21834536719538658, 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'robust_scaler', 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_max': 0.9784077094507273, 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_min': 0.2823279702162351, 'feature_preprocessor:__choice__': 'no_preprocessing'}",50,305895,1,33,25,10,False
632,7592,1590,False,tpe,full,hpo,5,-0.870133644,-0.873882481,3722.039414,"{'balancing:strategy': 'none', 'classifier:__choice__': 'adaboost', 'classifier:adaboost:algorithm': 'SAMME', 'classifier:adaboost:learning_rate': 0.21701661950443202, 'classifier:adaboost:max_depth': 9, 'classifier:adaboost:n_estimators': 255, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.32149678801336556, 'data_preprocessing:numerical_transformer:imputation:strategy': 'mean', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'quantile_transformer', 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:n_quantiles': 178, 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:output_distribution': 'normal', 'feature_preprocessor:__choice__': 'no_preprocessing'}",50,305893,2,28,28,12,False
633,3945,1111,False,tpe,full,hpo,6,-0.98312381,-0.983066667,3708.143876,"{'balancing:strategy': 'none', 'classifier:__choice__': 'sgd', 'classifier:sgd:alpha': 0.05050294167312877, 'classifier:sgd:average': 'True', 'classifier:sgd:fit_intercept': 'True', 'classifier:sgd:learning_rate': 'constant', 'classifier:sgd:eta0': 0.0945181915879247, 'classifier:sgd:loss': 'perceptron', 'classifier:sgd:penalty': 'elasticnet', 'classifier:sgd:l1_ratio': 0.6742618083451758, 'classifier:sgd:tol': 0.09480164651143315, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'no_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'no_coalescense', 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'none', 'feature_preprocessor:__choice__': 'nystroem_sampler', 'feature_preprocessor:nystroem_sampler:kernel': 'rbf', 'feature_preprocessor:nystroem_sampler:gamma': 0.8934198041671123, 'feature_preprocessor:nystroem_sampler:n_components': 3929}",50,305890,3,22,22,10,False
634,9910,4134,False,tpe,full,hpo,5,-0.796339607,-0.801953819,3648.533943,"{'balancing:strategy': 'none', 'classifier:__choice__': 'adaboost', 'classifier:adaboost:algorithm': 'SAMME', 'classifier:adaboost:learning_rate': 0.21701661950443202, 'classifier:adaboost:max_depth': 9, 'classifier:adaboost:n_estimators': 255, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.32149678801336556, 'data_preprocessing:numerical_transformer:imputation:strategy': 'mean', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'quantile_transformer', 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:n_quantiles': 178, 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:output_distribution': 'normal', 'feature_preprocessor:__choice__': 'no_preprocessing'}",50,305895,0,32,29,13,False
635,9952,1489,False,tpe,original,hpo,5,-0.895818931,-0.919235512,3631.989609,"{'balancing:strategy': 'none', 'classifier:__choice__': 'adaboost', 'classifier:adaboost:algorithm': 'SAMME.R', 'classifier:adaboost:learning_rate': 1.7792204631203694, 'classifier:adaboost:max_depth': 10, 'classifier:adaboost:n_estimators': 352, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.4351027013388662, 'data_preprocessing:numerical_transformer:imputation:strategy': 'median', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'robust_scaler', 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_max': 0.7196631129842612, 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_min': 0.1061355213366079, 'feature_preprocessor:__choice__': 'no_preprocessing'}",50,305908,0,141,48,7,
636,9952,1489,False,tpe,original,hpo,6,-0.891587246,-0.884710234,3653.070792,"{'balancing:strategy': 'weighting', 'classifier:__choice__': 'k_nearest_neighbors', 'classifier:k_nearest_neighbors:n_neighbors': 1, 'classifier:k_nearest_neighbors:p': 2, 'classifier:k_nearest_neighbors:weights': 'distance', 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'no_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.03235817129028353, 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'quantile_transformer', 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:n_quantiles': 549, 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:output_distribution': 'uniform', 'feature_preprocessor:__choice__': 'fast_ica', 'feature_preprocessor:fast_ica:algorithm': 'deflation', 'feature_preprocessor:fast_ica:fun': 'exp', 'feature_preprocessor:fast_ica:whiten': 'True', 'feature_preprocessor:fast_ica:n_components': 1098}",50,305908,0,153,55,9,
637,9952,1489,False,tpe,full,hpo,5,-0.903490889,-0.919852035,3629.925041,"{'balancing:strategy': 'none', 'classifier:__choice__': 'adaboost', 'classifier:adaboost:algorithm': 'SAMME.R', 'classifier:adaboost:learning_rate': 1.320032143946524, 'classifier:adaboost:max_depth': 9, 'classifier:adaboost:n_estimators': 460, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.20653594134078274, 'data_preprocessing:numerical_transformer:imputation:strategy': 'median', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'minmax', 'feature_preprocessor:__choice__': 'no_preprocessing'}",50,305908,1,110,50,7,False
638,3904,1053,False,tpe,full,hpo,5,-0.812967658,-0.825780772,3625.17308,"{'balancing:strategy': 'none', 'classifier:__choice__': 'adaboost', 'classifier:adaboost:algorithm': 'SAMME', 'classifier:adaboost:learning_rate': 0.7499911934926257, 'classifier:adaboost:max_depth': 3, 'classifier:adaboost:n_estimators': 72, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.3114439787791418, 'data_preprocessing:numerical_transformer:imputation:strategy': 'median', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'minmax', 'feature_preprocessor:__choice__': 'fast_ica', 'feature_preprocessor:fast_ica:algorithm': 'parallel', 'feature_preprocessor:fast_ica:fun': 'cube', 'feature_preprocessor:fast_ica:whiten': 'False'}",50,305905,3,41,32,12,False
639,9952,1489,False,tpe,full,hpo,6,-0.890008334,-0.908138101,3625.299139,"{'balancing:strategy': 'none', 'classifier:__choice__': 'random_forest', 'classifier:random_forest:bootstrap': 'False', 'classifier:random_forest:criterion': 'gini', 'classifier:random_forest:max_depth': 'None', 'classifier:random_forest:max_features': 0.8257234053301659, 'classifier:random_forest:max_leaf_nodes': 'None', 'classifier:random_forest:min_impurity_decrease': 0.0, 'classifier:random_forest:min_samples_leaf': 4, 'classifier:random_forest:min_samples_split': 8, 'classifier:random_forest:min_weight_fraction_leaf': 0.0, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.3483558603511749, 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'standardize', 'feature_preprocessor:__choice__': 'polynomial', 'feature_preprocessor:polynomial:degree': 2, 'feature_preprocessor:polynomial:include_bias': 'False', 'feature_preprocessor:polynomial:interaction_only': 'True'}",50,305908,3,99,46,4,False
640,3904,1053,False,tpe,original,hpo,5,-0.816380903,-0.815982854,3670.290972,"{'balancing:strategy': 'none', 'classifier:__choice__': 'k_nearest_neighbors', 'classifier:k_nearest_neighbors:n_neighbors': 46, 'classifier:k_nearest_neighbors:p': 2, 'classifier:k_nearest_neighbors:weights': 'distance', 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'no_coalescense', 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'robust_scaler', 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_max': 0.9096465199568816, 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_min': 0.2994299417137288, 'feature_preprocessor:__choice__': 'fast_ica', 'feature_preprocessor:fast_ica:algorithm': 'parallel', 'feature_preprocessor:fast_ica:fun': 'exp', 'feature_preprocessor:fast_ica:whiten': 'True', 'feature_preprocessor:fast_ica:n_components': 628}",50,305905,1,60,17,5,
641,9977,1486,False,tpe,full,hpo,5,-0.970988064,-0.973017408,3664.057682,"{'balancing:strategy': 'none', 'classifier:__choice__': 'adaboost', 'classifier:adaboost:algorithm': 'SAMME', 'classifier:adaboost:learning_rate': 0.21701661950443202, 'classifier:adaboost:max_depth': 9, 'classifier:adaboost:n_estimators': 255, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.32149678801336556, 'data_preprocessing:numerical_transformer:imputation:strategy': 'mean', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'quantile_transformer', 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:n_quantiles': 178, 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:output_distribution': 'normal', 'feature_preprocessor:__choice__': 'no_preprocessing'}",50,305898,0,22,26,12,False
642,7593,1596,True,tpe,original,hpo,5,-0.673087326,-0.672411419,3602.519972,"{'balancing:strategy': 'weighting', 'classifier:__choice__': 'qda', 'classifier:qda:reg_param': 0.40094835005445995, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.1891739464942101, 'data_preprocessing:numerical_transformer:imputation:strategy': 'mean', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'none', 'feature_preprocessor:__choice__': 'no_preprocessing'}",50,305894,1,9,12,16,
643,3904,1053,False,tpe,full,hpo,6,-0.819267215,-0.829148806,3673.602243,"{'balancing:strategy': 'none', 'classifier:__choice__': 'random_forest', 'classifier:random_forest:bootstrap': 'False', 'classifier:random_forest:criterion': 'gini', 'classifier:random_forest:max_depth': 'None', 'classifier:random_forest:max_features': 0.3105268841574169, 'classifier:random_forest:max_leaf_nodes': 'None', 'classifier:random_forest:min_impurity_decrease': 0.0, 'classifier:random_forest:min_samples_leaf': 8, 'classifier:random_forest:min_samples_split': 10, 'classifier:random_forest:min_weight_fraction_leaf': 0.0, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.3319915551718483, 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'standardize', 'feature_preprocessor:__choice__': 'polynomial', 'feature_preprocessor:polynomial:degree': 2, 'feature_preprocessor:polynomial:include_bias': 'False', 'feature_preprocessor:polynomial:interaction_only': 'True'}",50,305905,1,50,29,6,False
644,3946,1112,False,tpe,original,hpo,5,-0.926371429,-0.927,3650.683093,"{'balancing:strategy': 'weighting', 'classifier:__choice__': 'mlp', 'classifier:mlp:activation': 'relu', 'classifier:mlp:alpha': 0.0066101004658331766, 'classifier:mlp:batch_size': 'auto', 'classifier:mlp:beta_1': 0.9, 'classifier:mlp:beta_2': 0.999, 'classifier:mlp:early_stopping': 'valid', 'classifier:mlp:validation_fraction': 0.1, 'classifier:mlp:epsilon': 1e-08, 'classifier:mlp:hidden_layer_depth': 2, 'classifier:mlp:learning_rate_init': 0.13008816889707187, 'classifier:mlp:n_iter_no_change': 32, 'classifier:mlp:num_nodes_per_layer': 48, 'classifier:mlp:shuffle': 'True', 'classifier:mlp:solver': 'adam', 'classifier:mlp:tol': 0.0001, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'no_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.000972322184967031, 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'quantile_transformer', 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:n_quantiles': 1393, 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:output_distribution': 'normal', 'feature_preprocessor:__choice__': 'no_preprocessing'}",50,305891,2,18,12,9,
645,3946,1112,False,tpe,full,hpo,5,-0.925942857,-0.928,3723.836715,"{'balancing:strategy': 'none', 'classifier:__choice__': 'passive_aggressive', 'classifier:passive_aggressive:C': 0.00653167660462506, 'classifier:passive_aggressive:average': 'True', 'classifier:passive_aggressive:fit_intercept': 'True', 'classifier:passive_aggressive:loss': 'hinge', 'classifier:passive_aggressive:tol': 0.09303102914903169, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'no_coalescense', 'data_preprocessing:numerical_transformer:imputation:strategy': 'mean', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'quantile_transformer', 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:n_quantiles': 1363, 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:output_distribution': 'uniform', 'feature_preprocessor:__choice__': 'select_percentile_classification', 'feature_preprocessor:select_percentile_classification:percentile': 32.18162421480133, 'feature_preprocessor:select_percentile_classification:score_func': 'f_classif'}",50,305891,0,13,14,14,False
646,3904,1053,False,tpe,original,hpo,6,-0.819004403,-0.813227189,3756.303802,"{'balancing:strategy': 'none', 'classifier:__choice__': 'k_nearest_neighbors', 'classifier:k_nearest_neighbors:n_neighbors': 63, 'classifier:k_nearest_neighbors:p': 1, 'classifier:k_nearest_neighbors:weights': 'distance', 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'no_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.14303922400578065, 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'standardize', 'feature_preprocessor:__choice__': 'polynomial', 'feature_preprocessor:polynomial:degree': 3, 'feature_preprocessor:polynomial:include_bias': 'True', 'feature_preprocessor:polynomial:interaction_only': 'True'}",50,305905,1,56,26,7,
647,7593,1596,True,tpe,original,hpo,6,-0.736553006,-0.747137186,3607.65625,"{'balancing:strategy': 'weighting', 'classifier:__choice__': 'extra_trees', 'classifier:extra_trees:bootstrap': 'True', 'classifier:extra_trees:criterion': 'entropy', 'classifier:extra_trees:max_depth': 'None', 'classifier:extra_trees:max_features': 0.21390023352465914, 'classifier:extra_trees:max_leaf_nodes': 'None', 'classifier:extra_trees:min_impurity_decrease': 0.0, 'classifier:extra_trees:min_samples_leaf': 6, 'classifier:extra_trees:min_samples_split': 19, 'classifier:extra_trees:min_weight_fraction_leaf': 0.0, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'no_coalescense', 'data_preprocessing:numerical_transformer:imputation:strategy': 'median', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'robust_scaler', 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_max': 0.7640349709065368, 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_min': 0.15294783823076022, 'feature_preprocessor:__choice__': 'no_preprocessing'}",50,305894,3,6,18,17,
648,3946,1112,False,tpe,original,hpo,6,-0.9266,-0.926466667,3838.065672,"{'balancing:strategy': 'none', 'classifier:__choice__': 'extra_trees', 'classifier:extra_trees:bootstrap': 'True', 'classifier:extra_trees:criterion': 'entropy', 'classifier:extra_trees:max_depth': 'None', 'classifier:extra_trees:max_features': 0.015366651340562365, 'classifier:extra_trees:max_leaf_nodes': 'None', 'classifier:extra_trees:min_impurity_decrease': 0.0, 'classifier:extra_trees:min_samples_leaf': 13, 'classifier:extra_trees:min_samples_split': 16, 'classifier:extra_trees:min_weight_fraction_leaf': 0.0, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'no_coalescense', 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'none', 'feature_preprocessor:__choice__': 'pca', 'feature_preprocessor:pca:keep_variance': 0.7538279953558604, 'feature_preprocessor:pca:whiten': 'True'}",50,305891,2,18,20,12,
649,3946,1112,False,tpe,full,hpo,6,-0.9272,-0.927466667,3655.691513,"{'balancing:strategy': 'weighting', 'classifier:__choice__': 'random_forest', 'classifier:random_forest:bootstrap': 'True', 'classifier:random_forest:criterion': 'gini', 'classifier:random_forest:max_depth': 'None', 'classifier:random_forest:max_features': 0.09759931324020843, 'classifier:random_forest:max_leaf_nodes': 'None', 'classifier:random_forest:min_impurity_decrease': 0.0, 'classifier:random_forest:min_samples_leaf': 1, 'classifier:random_forest:min_samples_split': 6, 'classifier:random_forest:min_weight_fraction_leaf': 0.0, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'no_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.10889025773907292, 'data_preprocessing:numerical_transformer:imputation:strategy': 'mean', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'quantile_transformer', 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:n_quantiles': 1424, 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:output_distribution': 'uniform', 'feature_preprocessor:__choice__': 'pca', 'feature_preprocessor:pca:keep_variance': 0.6718734179206413, 'feature_preprocessor:pca:whiten': 'True'}",50,305891,2,20,21,8,False
650,7593,1596,True,tpe,full,hpo,5,-0.686263855,-0.685474803,3700.494306,"{'balancing:strategy': 'none', 'classifier:__choice__': 'passive_aggressive', 'classifier:passive_aggressive:C': 0.00653167660462506, 'classifier:passive_aggressive:average': 'True', 'classifier:passive_aggressive:fit_intercept': 'True', 'classifier:passive_aggressive:loss': 'hinge', 'classifier:passive_aggressive:tol': 0.09303102914903169, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'no_coalescense', 'data_preprocessing:numerical_transformer:imputation:strategy': 'mean', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'quantile_transformer', 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:n_quantiles': 1363, 'data_preprocessing:numerical_transformer:rescaling:quantile_transformer:output_distribution': 'uniform', 'feature_preprocessor:__choice__': 'select_percentile_classification', 'feature_preprocessor:select_percentile_classification:percentile': 32.18162421480133, 'feature_preprocessor:select_percentile_classification:score_func': 'f_classif'}",50,305894,4,9,26,17,False
651,3945,1111,False,tpe,full,hpo,5,-0.982685714,-0.9838,3703.243737,"{'balancing:strategy': 'weighting', 'classifier:__choice__': 'random_forest', 'classifier:random_forest:bootstrap': 'True', 'classifier:random_forest:criterion': 'entropy', 'classifier:random_forest:max_depth': 'None', 'classifier:random_forest:max_features': 0.266183661029438, 'classifier:random_forest:max_leaf_nodes': 'None', 'classifier:random_forest:min_impurity_decrease': 0.0, 'classifier:random_forest:min_samples_leaf': 9, 'classifier:random_forest:min_samples_split': 13, 'classifier:random_forest:min_weight_fraction_leaf': 0.0, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'no_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.49249171987600737, 'data_preprocessing:numerical_transformer:imputation:strategy': 'median', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'power_transformer', 'feature_preprocessor:__choice__': 'polynomial', 'feature_preprocessor:polynomial:degree': 2, 'feature_preprocessor:polynomial:include_bias': 'False', 'feature_preprocessor:polynomial:interaction_only': 'True'}",50,305890,0,14,9,12,False
652,9977,1486,False,tpe,full,hpo,6,-0.961206897,-0.957833656,3749.013713,"{'balancing:strategy': 'weighting', 'classifier:__choice__': 'adaboost', 'classifier:adaboost:algorithm': 'SAMME', 'classifier:adaboost:learning_rate': 1.9091921487714223, 'classifier:adaboost:max_depth': 4, 'classifier:adaboost:n_estimators': 415, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'no_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'no_coalescense', 'data_preprocessing:numerical_transformer:imputation:strategy': 'mean', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'normalize', 'feature_preprocessor:__choice__': 'extra_trees_preproc_for_classification', 'feature_preprocessor:extra_trees_preproc_for_classification:bootstrap': 'True', 'feature_preprocessor:extra_trees_preproc_for_classification:criterion': 'entropy', 'feature_preprocessor:extra_trees_preproc_for_classification:max_depth': 'None', 'feature_preprocessor:extra_trees_preproc_for_classification:max_features': 0.024517511204490305, 'feature_preprocessor:extra_trees_preproc_for_classification:max_leaf_nodes': 'None', 'feature_preprocessor:extra_trees_preproc_for_classification:min_impurity_decrease': 0.0, 'feature_preprocessor:extra_trees_preproc_for_classification:min_samples_leaf': 12, 'feature_preprocessor:extra_trees_preproc_for_classification:min_samples_split': 18, 'feature_preprocessor:extra_trees_preproc_for_classification:min_weight_fraction_leaf': 0.0, 'feature_preprocessor:extra_trees_preproc_for_classification:n_estimators': 100}",50,305898,1,25,22,11,False
653,7593,1596,True,tpe,full,hpo,6,-0.653612256,-0.655223059,3605.023909,"{'balancing:strategy': 'none', 'classifier:__choice__': 'bernoulli_nb', 'classifier:bernoulli_nb:alpha': 62.692051531735096, 'classifier:bernoulli_nb:fit_prior': 'True', 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'one_hot_encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'no_coalescense', 'data_preprocessing:numerical_transformer:imputation:strategy': 'mean', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'power_transformer', 'feature_preprocessor:__choice__': 'extra_trees_preproc_for_classification', 'feature_preprocessor:extra_trees_preproc_for_classification:bootstrap': 'False', 'feature_preprocessor:extra_trees_preproc_for_classification:criterion': 'entropy', 'feature_preprocessor:extra_trees_preproc_for_classification:max_depth': 'None', 'feature_preprocessor:extra_trees_preproc_for_classification:max_features': 0.6511912828662398, 'feature_preprocessor:extra_trees_preproc_for_classification:max_leaf_nodes': 'None', 'feature_preprocessor:extra_trees_preproc_for_classification:min_impurity_decrease': 0.0, 'feature_preprocessor:extra_trees_preproc_for_classification:min_samples_leaf': 7, 'feature_preprocessor:extra_trees_preproc_for_classification:min_samples_split': 10, 'feature_preprocessor:extra_trees_preproc_for_classification:min_weight_fraction_leaf': 0.0, 'feature_preprocessor:extra_trees_preproc_for_classification:n_estimators': 100}",50,305894,2,9,21,19,False
654,3948,1114,False,tpe,original,hpo,6,-0.9362,-0.941666667,3682.791994,"{'balancing:strategy': 'weighting', 'classifier:__choice__': 'decision_tree', 'classifier:decision_tree:criterion': 'gini', 'classifier:decision_tree:max_depth_factor': 0.02569899579950352, 'classifier:decision_tree:max_features': 1.0, 'classifier:decision_tree:max_leaf_nodes': 'None', 'classifier:decision_tree:min_impurity_decrease': 0.0, 'classifier:decision_tree:min_samples_leaf': 12, 'classifier:decision_tree:min_samples_split': 13, 'classifier:decision_tree:min_weight_fraction_leaf': 0.0, 'data_preprocessing:categorical_transformer:categorical_encoding:__choice__': 'encoding', 'data_preprocessing:categorical_transformer:category_coalescence:__choice__': 'minority_coalescer', 'data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction': 0.3185289841940045, 'data_preprocessing:numerical_transformer:imputation:strategy': 'most_frequent', 'data_preprocessing:numerical_transformer:rescaling:__choice__': 'robust_scaler', 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_max': 0.743774542262764, 'data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_min': 0.04085824626662421, 'feature_preprocessor:__choice__': 'polynomial', 'feature_preprocessor:polynomial:degree': 2, 'feature_preprocessor:polynomial:include_bias': 'False', 'feature_preprocessor:polynomial:interaction_only': 'False'}",50,305910,2,17,19,13,
